id,str1,str2,time3,int4
515,D,f,05/30/1991 10:15 PM,282776
516,wmkmJ,N3rXu,11/24/2012 06:47 AM,247583
517,uB8md,WeeX,10/08/1993 12:30 AM,416435
518,I,XVSj,10/05/2010 03:04 AM,995141
519,9C,cm,10/07/2011 12:53 PM,793581
520,wl,baPQ,10/14/2011 09:16 AM,801778
521,Hz4,zPlgN,11/10/1988 01:35 PM,469318
522,9VjDW,R,08/29/1989 08:58 AM,38298
523,M3q6w,b,01/20/1986 06:26 AM,379555
524,s,aogwY,08/04/1993 03:10 AM,307215
525,UY,CRt,07/13/2006 04:48 AM,500049
526,Gmn7,h,03/14/2006 07:47 PM,576694
527,EHf,MzcX,05/06/1987 11:04 AM,847931
528,gs,85,07/12/1970 02:49 PM,157442
529,lS,tkejh,08/13/1974 09:40 AM,390916
530,1wIts,1Ni,02/14/2009 09:00 AM,816428
531,e,Rb,04/20/2004 03:05 PM,543688
532,yz,7lT8,08/27/2002 07:42 PM,724699
533,d,T,09/17/2014 05:19 PM,164239
534,GPMD,eO3,06/09/1984 05:33 AM,918222
535,B9,2,02/25/2006 12:24 AM,993420
536,gOwSX,c,01/20/1984 08:45 AM,548485
537,cQ,I,07/18/1985 12:25 AM,516164
538,CYA,u,04/22/2004 01:59 PM,741756
539,p,YLm,08/06/2012 06:04 PM,512465
540,y7CSe,7Hw,01/28/2006 06:15 AM,760209
541,X6cq,lhUs,05/15/1983 11:01 AM,22267
542,AIYP,1,05/23/2014 03:16 AM,429093
543,8,P,04/11/2000 03:08 PM,869699
544,5L,bzAlY,10/31/1989 09:55 PM,865259
545,hBP,CMezP,07/20/1983 07:10 AM,705852
546,thoh,Jj,02/06/2007 02:22 AM,65170
547,Od,z1EM,08/12/1979 12:08 PM,528849
548,CvH,RQN,06/16/1987 05:49 PM,322661
549,9c,o,03/29/1991 05:13 AM,117654
550,8Lmsn,Nq,12/29/1981 10:16 PM,964856
551,fMW,wpl,02/20/1977 02:59 AM,609229
552,hE,F,06/02/2013 01:31 PM,761069
553,n,UwcTi,12/16/1993 04:31 PM,76493
554,e9Nio,SRvJ,09/13/1985 07:54 AM,86892
555,me8GS,IY,08/14/1995 07:40 AM,805494
556,klp,cT5ir,03/20/1995 04:49 PM,855948
557,SGoCz,6Ax,05/04/1990 05:06 AM,854926
558,O4NLZ,OruZ,04/05/1998 11:56 AM,888379
559,yx,Veq,08/24/2014 01:09 AM,55318
560,tZ,Ogh,03/22/1991 01:22 PM,540432
561,fP,XD,05/15/2002 08:48 PM,392765
562,hY9B,wK,09/01/2012 03:13 PM,271797
563,MiR5s,V,10/27/1998 05:05 AM,603530
564,NChl4,swG,09/05/1974 04:50 PM,670452
565,L,Wn,02/21/2003 03:55 PM,379610
566,f,tkPoZ,06/27/1986 11:12 AM,523518
567,n3Qlx,T,09/26/2001 09:17 AM,969612
568,uir,T,12/09/1987 10:25 AM,864806
569,qj,kP1,10/23/1989 06:16 AM,462604
570,9b,C,06/27/1973 04:54 AM,776195
571,RW,dsb4,08/07/1990 11:30 AM,656064
572,qpCXH,49T,01/17/1988 09:51 AM,979441
573,jDUP,ER3cE,04/22/1975 03:40 PM,315575
574,nng,ikW3,08/12/2007 03:07 AM,622538
575,ZvFj,8VOg,05/23/1994 11:07 AM,979322
576,2A,nI,11/27/1997 11:52 AM,699571
577,Dz,aYUNi,02/16/1992 04:27 PM,137058
578,WxUdQ,qWFt,10/08/1978 07:21 AM,801897
579,O81p,enB,08/09/2009 09:51 AM,751840
580,Ve,V,08/28/2011 07:11 PM,246452
581,3,wTY,04/22/1994 12:52 AM,16277
582,OHAW,Lo,09/28/1994 09:10 PM,204782
583,U,j,06/15/2000 07:17 PM,411192
584,H,OilG,08/31/1999 11:34 PM,857481
585,ob,8imiB,06/03/2003 11:32 PM,379281
586,Gh,SHOX2,06/09/1998 08:10 PM,960336
587,PJ5v,VaKaX,01/26/2009 01:48 PM,646709
588,CfUNa,ka,10/07/1982 04:50 AM,440055
589,bCgp7,aXXge,03/06/1982 07:10 PM,887571
590,xu,QPle,12/19/2005 05:51 PM,98136
591,vDD,DqHMS,03/15/2007 12:58 AM,630105
592,yYvq,f,02/23/2006 05:57 PM,362449
593,FRI7,d,10/22/2011 10:13 PM,736138
594,s,G,10/19/1981 12:55 AM,658066
595,U,ThYq,11/09/1991 02:00 AM,862918
596,rS,j,10/08/1989 09:47 PM,376251
597,Rl3V1,sBlQ,10/07/1982 04:48 AM,184034
598,8zwhI,jFuZc,05/27/1998 10:39 AM,505911
599,hE,a,03/17/1976 11:05 AM,188534
600,Hb,z,10/10/2005 04:48 PM,142127
601,ME,Rwl,04/06/1974 05:11 AM,289374
602,H4ymo,j7uk,08/28/1992 02:23 PM,461718
603,2J,ColE,09/30/2010 08:20 AM,704279
604,ZKS27,Iy,09/05/2013 01:18 PM,360595
605,S,tZqh,01/17/2014 06:11 AM,129960
606,KzapV,p,04/03/2001 10:56 AM,66220
607,Okdca,g5SZ6,06/23/2004 09:22 PM,189121
608,d,bZje8,06/04/2009 01:12 PM,984423
609,n,owwKi,09/18/2013 01:06 AM,674318
610,P,XQFr,06/28/1976 01:30 PM,83792
611,EoDR,GN,07/17/1972 06:27 PM,1570
612,hP,ThcFX,06/30/1992 07:23 AM,293167
613,2,l7,05/31/1993 06:28 AM,804759
614,e,qEBic,06/06/1973 11:10 PM,179293
615,Dpu,Gm3,05/19/1993 06:19 PM,159580
616,Om7,h,02/10/1997 03:20 PM,442119
617,rsA,a9e,03/31/1973 05:15 PM,253715
618,X,neQFd,06/10/1989 04:41 PM,372976
619,YVIjC,No,09/01/1970 07:07 AM,645707
620,t4o,xh,04/23/1971 08:52 PM,162231
621,2z4cO,eLiD2,07/23/1972 07:05 AM,16307
622,4KTwF,ay,10/22/1975 01:16 AM,203112
623,ttKx,M,02/26/1974 01:17 AM,356411
624,p,e9F5,12/22/1991 08:40 PM,681709
625,IZ,GNCEy,07/02/1982 12:16 AM,472918
626,iatI,1,12/23/1985 09:53 AM,768133
627,M52,vkKU,01/22/1984 05:30 PM,108628
628,U,q,02/23/1977 07:22 PM,409231
629,s,Hr,12/03/1974 03:08 PM,838538
630,Yc,o,10/19/1974 09:10 AM,157275
631,5Fp,bfIs,04/10/1984 04:36 AM,663995
632,nrkC,N,09/01/1995 12:46 AM,655411
633,nzV8w,iyKK,08/01/1986 08:39 AM,853299
634,XscMH,zT6A,11/28/2011 07:42 PM,336723
635,LGxsY,fHGYg,02/21/2009 10:46 AM,806942
636,y,dzx,04/01/2007 04:33 AM,533167
637,v4juV,I5scO,09/09/1993 03:40 AM,718467
638,Q,Yc67y,04/11/2011 02:11 PM,733909
639,x,6xc,08/31/2002 02:01 AM,679247
640,ZyAZ,riN,09/07/1996 11:28 PM,880841
641,mZy,7XcWh,01/30/2010 04:17 PM,480869
642,6paMS,xAPo,06/21/1976 10:10 AM,980190
643,CDx2I,2FN1,07/16/2013 04:10 PM,367901
644,x,Gj9,09/27/1994 02:33 AM,215960
645,lYU,6j,01/02/2007 07:02 AM,681587
646,6G,QgX,04/04/1986 09:47 AM,182716
647,AC,B2Ny,12/11/1975 03:50 PM,684564
648,G,uffD4,12/15/2002 12:30 PM,582469
649,GY9j9,N,09/24/1998 11:31 AM,412876
650,Ty7UE,tQVDF,02/11/2012 08:44 AM,869806
651,aW,lZ,05/10/1971 02:03 PM,222266
652,iIwJG,dYl,02/17/1988 03:33 PM,526793
653,C1,yv,03/08/2010 07:21 AM,799359
654,PBrmY,B9,06/03/1976 03:04 PM,953423
655,dYhzV,OOC,08/01/1991 07:46 AM,990341
656,HDen,2cBRo,07/04/1981 10:29 PM,623343
657,xDWi,1fVEU,01/09/1988 05:18 AM,482023
658,ebEd,8,03/09/2013 03:01 PM,625855
659,K,Y,04/26/1997 09:39 PM,381451
660,Ou,WU,04/15/2012 05:53 AM,516606
661,rjfj9,S,08/03/2005 02:43 AM,990566
662,yocJ,YjB,01/31/2013 01:50 AM,833056
663,xDyk,6E,08/12/1979 05:00 PM,515425
664,f6,L,12/13/2002 03:22 PM,204498
665,zs,VdlPu,10/03/2007 03:47 PM,108721
666,BMz,fGFZ3,11/09/1993 04:50 AM,340188
667,K,gOk,11/22/2013 01:27 PM,709098
668,ClQd1,tuzG,03/06/2010 01:38 AM,536710
669,XZ,e3U5,04/09/2013 01:39 PM,478107
670,G,eZ,02/06/1992 04:55 AM,495743
671,O7h,UO,12/18/1986 06:52 PM,166050
672,P8T,yte2,10/22/1997 10:24 PM,910447
673,z2,hBH2O,12/29/2003 06:03 AM,62175
674,g,My,05/02/1979 02:24 AM,278506
675,bK,IAi,09/08/1976 11:06 PM,618821
676,z,Qr,10/14/1972 07:07 AM,626791
677,K6WW,rK,04/11/1976 04:19 PM,198684
678,q,O,02/07/1977 04:08 AM,580221
679,X,sdsny,04/21/1970 06:22 PM,689800
680,XON,q,08/04/2008 10:59 PM,459458
681,K,Y,10/23/1982 12:12 PM,175689
682,Ph,bK,04/25/2009 07:41 PM,500042
683,Ipu,TI,06/28/1980 03:49 AM,710607
684,4,q3O,07/18/1979 01:30 AM,939196
685,UMkgk,zOz,02/24/1979 01:31 AM,932626
686,Wkvc,hHVE,11/21/1975 04:18 AM,615668
687,s,O,02/07/1993 07:26 PM,770841
688,xaS,zr4,07/20/1985 06:29 AM,918428
689,a,MTM7,09/17/1974 01:53 PM,229307
690,c7ri,Zm2tf,02/09/2005 12:42 PM,953133
691,m,rzM,05/04/2011 10:58 AM,464963
692,G,Kj,07/28/1998 04:09 AM,821869
693,m28i,jcH,01/28/1971 09:20 PM,340540
694,Y,PFB,05/20/2011 11:58 PM,457374
695,PoG,YnWhS,01/01/1988 04:58 AM,306395
696,87WF,OJxd4,03/28/2014 05:26 AM,717270
697,Jf2th,Ro,08/07/2002 08:56 PM,368250
698,v36,Nh,05/04/1992 05:16 PM,54033
699,Z7p,amKpe,05/30/1975 12:40 AM,989340
700,G,W,03/08/2009 04:13 PM,664654
701,jk,vM,02/19/2013 06:05 AM,543568
702,lIOBG,Ga,05/08/1983 07:20 AM,804764
703,pGEgq,TLSM3,02/29/1996 02:49 PM,566324
704,J,6eEf,03/23/2001 10:45 AM,400415
705,Zutf,D75Gz,07/22/2000 08:22 AM,469719
706,i,dYAx,05/09/1984 06:22 AM,487134
707,YJKP,q,07/09/1996 12:38 AM,258020
708,apzB,eo9Y,11/11/1989 07:31 PM,335024
709,dfa,vSk5O,12/20/1982 01:37 AM,965059
710,i3H,o,06/22/2004 05:38 AM,16265
711,Q24tv,ma2fE,11/06/1990 09:01 PM,193657
712,NAts,K,07/13/1996 05:49 AM,6742
713,K,WhKa4,01/28/1974 02:56 AM,997365
714,IU1J,SGuN,02/19/2013 04:33 PM,387198
715,3HvSE,Eq61M,03/03/1972 11:30 AM,152927
716,P1u,6,04/14/1973 08:26 PM,212194
717,up7HJ,u5sCa,11/22/2014 02:56 PM,231651
718,uYSWI,SS,12/17/2000 05:02 PM,471536
719,IT,naZ,12/25/1978 03:21 PM,845059
720,Hrq,XpS9S,11/24/1992 02:39 PM,411319
721,N2w,rTCR,12/07/2002 10:27 PM,227844
722,jBFi,h,02/06/1987 03:57 AM,744360
723,4,sc,08/20/2003 10:39 PM,20656
724,LV,4,02/06/1995 10:02 AM,199854
725,ccgLx,XFy,10/11/2010 04:36 AM,458986
726,kc,K,11/13/2014 12:38 AM,469795
727,uB,k4,01/18/1970 04:25 AM,702285
728,Pdv,YXzR,09/16/2000 11:08 AM,966588
729,UfF,U,06/24/1975 11:33 PM,198735
730,M,1,03/26/1983 01:44 PM,670020
731,S2NPb,ZEc,09/15/1999 11:33 AM,39640
732,ZUbVq,muOJJ,08/29/2010 10:55 PM,314387
733,JBzXS,8SBA,03/17/1987 12:31 AM,301316
734,P6iHI,41ZA,01/27/1971 12:07 PM,481519
735,n,SJ,05/24/1977 07:19 AM,895185
736,W,JRKO,07/04/1983 08:47 AM,477535
737,31x1,Q,01/08/1992 09:00 AM,570078
738,k,xq6l,02/04/1976 07:59 AM,998946
739,l,q1zy,07/05/2000 08:52 PM,71275
740,x,Nq,05/22/1978 03:47 AM,550191
741,g,ov,12/21/1992 07:51 PM,514667
742,i7,CCgZO,11/24/1987 04:55 PM,895209
743,mEU6,L9,10/13/1986 03:46 AM,361850
744,ZDedI,q,10/23/2014 04:54 PM,335704
745,Bj,jLw,01/13/1985 05:01 PM,870318
746,7aM8,crN5,03/28/1992 12:48 PM,132855
747,EVP,67A,05/07/1997 11:11 AM,471096
748,OHue,J,04/09/1973 08:49 AM,186211
749,jzd1,2ddYM,03/19/2014 06:10 AM,826964
750,Q,6P,11/12/1984 10:29 PM,386073
751,xoO,Ka3,04/16/1992 01:48 PM,121207
752,yZE,oY,12/28/1972 04:21 PM,3453
753,dNkHH,r1FNG,06/01/1983 02:31 AM,426669
754,woZ,m,08/08/1977 01:50 PM,456676
755,6hjY,2,05/09/1978 03:18 AM,366678
756,6mYu,D9naj,04/07/2013 04:15 AM,188034
757,Qi,Oy,08/10/1991 02:07 AM,86176
758,u2,6lf,07/18/2004 05:10 PM,548784
759,LIQ1,hxCB,11/18/1988 07:49 AM,107794
760,qX,1,07/31/1994 02:18 AM,433641
761,FTLEg,po9Oo,02/28/1985 05:12 AM,470562
762,8E4W,X,07/31/1975 08:09 AM,237643
763,a,bFAew,02/25/1995 01:22 PM,757395
764,M4AY,KRwY,07/13/2012 01:23 AM,668664
765,5eX,Ld,03/12/2010 03:02 PM,687754
766,X,5Rv,06/10/1992 07:52 AM,198503
767,RE,5,08/05/1975 09:31 PM,168079
768,jynh,LOyQw,11/09/1982 04:45 PM,388115
769,a11,S,01/21/1980 10:30 PM,772115
770,jmVf,yb,02/27/1983 10:26 PM,564606
771,KUo2N,N,03/23/1983 06:53 PM,401310
772,VS,Wr,09/09/1992 05:01 AM,191595
773,OPZV,Hlz2,02/15/1972 11:47 PM,378383
774,IN,E,09/25/2014 11:15 AM,362724
775,6LZ,FQsd5,04/08/1985 09:16 AM,973568
776,Tbj,p95l,10/03/1991 09:10 AM,768704
777,rZ8D7,rid,12/28/1992 03:00 PM,949233
778,B3,drZ,07/02/1974 07:29 PM,482414
779,hWuob,6qPd,10/12/1999 12:08 PM,307703
780,M6yJz,zxl,02/18/1991 11:51 PM,937014
781,A8,9,12/16/1978 08:22 AM,287321
782,at,lRgf,03/16/1999 07:24 PM,959570
783,L,WXwAr,10/11/1972 04:50 AM,141274
784,Iv,jK8,08/17/1979 09:24 PM,449147
785,N,e,10/09/2012 01:30 AM,631428
786,PLKvb,pLG9,07/14/1975 10:29 PM,440941
787,tn,hiTg,03/04/1986 11:36 PM,780183
788,zpv,NeW,12/09/1976 02:34 PM,461344
789,PEFs,LoHCf,12/25/1970 11:42 PM,189131
790,I88,rJd,08/14/1972 10:39 AM,351176
791,zP,5d,08/22/2004 12:16 AM,572364
792,yA,vi,03/11/1983 04:02 AM,355296
793,asKR,Q,04/11/1977 07:07 PM,652345
794,VJoSn,5,05/25/1997 12:48 PM,524143
795,z,5LtL,05/02/1978 04:21 PM,600501
796,6OX68,ac7v,09/22/1987 05:39 AM,31010
797,ING,l,08/27/2002 07:45 PM,310591
798,JaNQn,x9m9k,11/18/1978 03:27 PM,916670
799,9D,A9D,06/08/1978 01:41 AM,479200
800,Lq,3K,02/19/1976 12:59 PM,84509
801,CV8Q,q4ndL,12/02/1981 10:18 PM,711684
802,z,f,04/07/2004 02:16 PM,924836
803,EM8ul,dI,08/31/1986 03:05 PM,429771
804,6YP,E9,08/25/1970 04:07 AM,900745
805,aet,MXPDw,04/19/1974 11:17 AM,457788
806,h2,RfYK,07/22/2008 04:28 AM,195823
807,q6d,K,07/19/1975 08:20 PM,159374
808,bsR3,2,03/16/1970 07:10 PM,627388
809,BE9UI,C8P,08/24/2005 09:02 PM,891079
810,aWI9C,JN,06/12/1977 02:53 PM,535310
811,KxU,PK,10/01/1998 11:56 PM,264113
812,3RYl,KUmiD,05/10/1979 07:27 AM,688712
813,fl,ntN,07/21/1978 11:37 PM,567913
814,Yvb7s,JD,12/20/1980 05:09 AM,945466
815,IXe,1,12/12/1970 07:45 PM,508184
816,z,2V,04/08/1989 11:59 PM,546228
817,EWPb,LAWzd,02/10/2012 03:09 PM,216505
818,2,NZ,03/14/1971 07:12 AM,43409
819,2wy,2nnj,08/28/2010 01:39 AM,819237
820,V8,GQhY,08/15/1997 12:52 PM,720274
821,n5,ck,08/17/2009 09:18 PM,288055
822,NvId,fGT,12/03/2007 10:09 PM,262908
823,Kf,PZj,01/12/1974 06:05 AM,442820
824,3x,fUnVf,02/06/1997 11:43 AM,595420
825,N,kV,07/23/2003 03:03 PM,837481
826,PI,BJvl,05/23/2005 04:13 AM,563462
827,qdIM,BS,02/02/1975 03:28 AM,798640
828,qauX,eyx,09/15/1986 02:51 PM,369574
829,s,k,08/18/1985 01:57 PM,39443
830,2H,FUDu,05/19/1995 09:24 AM,458179
831,a,R9,09/06/1985 11:46 AM,56855
832,ojg,pGDon,01/16/1986 12:23 PM,644431
833,Og,B88,11/16/1971 04:45 PM,370672
834,4F,byEL,04/06/2010 09:13 PM,81925
835,DP,EyuL,06/15/1977 10:05 AM,238090
836,7bn,xpmYB,09/28/2004 12:04 AM,930018
837,f,PN,11/26/1997 03:03 AM,84314
838,y,Ak,06/01/2008 07:56 PM,460213
839,gC9vV,7rZO,01/13/2010 05:34 PM,236825
840,g4,LWK,04/14/1990 08:17 PM,149017
841,3D,Z,10/23/1992 04:42 PM,604097
842,xVn,hjjnh,05/04/1984 06:02 PM,371750
843,r,N,06/21/2014 02:49 PM,729095
844,nKiVs,U,07/23/1988 12:52 AM,176668
845,v,IFn,09/04/1989 06:07 PM,653710
846,sS,N,02/20/1988 12:38 AM,256953
847,cjP,bwt,05/08/2011 09:43 AM,101461
848,WEaTR,gxkZ,08/07/1975 11:05 PM,183157
849,3qul,Q9,03/26/1972 06:56 PM,216992
850,gkMK,iL,09/17/1984 02:27 PM,176757
851,8Y,QIQ,06/11/2009 12:55 PM,620304
852,J,jrzS,12/31/2006 08:16 PM,841883
853,O,h,06/22/2002 05:14 AM,552058
854,KV,g,08/14/2014 05:09 PM,337052
855,X7f4,o9BMR,09/12/1987 05:43 AM,306237
856,B,iJoOz,04/07/1981 10:55 AM,685335
857,kTczl,xS6ZV,06/17/1985 09:07 AM,568959
858,zNj,UYy,12/22/1995 08:00 PM,411304
859,uIN,pSxn,08/25/1981 02:19 AM,579220
860,HOUT,9duZ,10/18/2003 06:17 AM,981878
861,mhNL,Csgij,02/28/2007 09:49 PM,531437
862,OTgt,mdiEV,04/14/2012 04:24 PM,99193
863,BM,R,12/06/1978 02:55 AM,823069
864,KOL1b,Bv,08/09/1975 05:05 AM,534089
865,tpcQi,a,08/30/1986 03:01 PM,959560
866,PZGoA,x4K,09/07/1979 09:37 PM,878918
867,jpMzo,bJDJF,03/27/1998 08:54 AM,201258
868,O,pt,01/23/2001 08:09 PM,821916
869,BW,phuJ,03/19/1990 11:04 AM,115203
870,7mle,mu4,12/21/2005 08:31 AM,537562
871,lZK,t,12/10/2010 04:00 PM,297509
872,IaE,RGPR,07/11/1998 02:03 AM,180134
873,TvU,oH,09/15/1977 04:23 PM,435956
874,v,eF,02/19/1981 04:34 AM,787559
875,hU,bB,04/09/1983 09:06 AM,480406
876,qxwR,LB3,11/11/2006 11:22 AM,870182
877,QrmWR,1THF,08/18/1992 03:23 PM,654514
878,q8r,dQ6nN,03/07/2009 11:24 PM,110877
879,BoHBv,NG,09/08/2012 02:02 PM,725271
880,AgMF,dpWaD,10/23/1976 09:16 PM,861227
881,93,SOEh,08/04/1979 12:29 PM,988383
882,nWZL,W,09/06/2008 09:17 AM,825493
883,hv,Vbk,03/20/1992 11:32 AM,921926
884,sDPdK,Q,05/10/2007 09:37 PM,259332
885,Q1Y3,pxe,11/10/1994 07:30 PM,939062
886,ftJ6,OOkRx,07/17/1979 05:33 PM,245625
887,u,oJ,12/02/2004 04:12 PM,758695
888,1cYU,A,09/29/1977 11:50 PM,709958
889,4Cm,bt2,09/01/1989 10:42 PM,10179
890,TlvP,mrujB,05/11/1989 01:00 PM,806436
891,aJfnD,lG,05/21/1998 12:23 PM,395994
892,rC1,4Pl,03/25/2013 04:31 AM,112
893,Lpff8,pVW,01/10/1970 02:13 AM,144700
894,M7,Fahe,12/03/1974 07:24 AM,522165
895,VZZ,WxtO,07/16/1995 11:04 PM,425403
896,OdcF,W5sd,01/07/2005 01:26 PM,53046
897,ALAlM,O,05/04/1990 05:33 PM,125139
898,HaftU,TD72,07/25/1975 06:20 AM,806594
899,g,xM4M,06/18/1977 06:32 PM,425619
900,1n9rZ,IKhf,01/26/1998 09:46 PM,799554
901,6T,Yr,11/24/1970 08:08 PM,834545
902,DY,OMc,01/21/1979 07:15 PM,908798
903,w,lA,08/08/1989 11:10 PM,162203
904,vyqC,Klmvs,01/05/1973 08:37 AM,735881
905,f,V68JB,06/19/1998 01:51 PM,315457
906,j,Hjn4R,05/31/1981 03:43 PM,725706
907,RHy,66i,02/21/2011 06:29 AM,293784
908,cmul,Klh,09/30/2007 07:50 PM,658120
909,m,SWKt,07/08/2001 10:49 AM,525694
910,IibRD,b55,04/02/2006 11:35 PM,673247
911,o4U,QSdzH,12/08/2012 08:17 PM,540571
912,zn4w,hsB,02/11/1995 03:07 AM,958436
913,1gzOh,PY,05/29/2002 07:23 AM,3697
914,i,FPrE,11/01/1972 11:48 PM,216104
915,ZTyLB,Q2mXa,10/09/2014 07:51 AM,163784
916,vH,u9,03/13/1985 08:18 AM,800180
917,RBLA,7,09/08/1973 09:13 PM,713854
918,WVs,9kZa,02/21/1997 04:02 AM,135677
919,Bn,ZL,05/01/1986 08:03 PM,639888
920,XM,PC,04/12/1982 08:53 AM,342217
921,G,OSA,02/12/1983 05:50 AM,904813
922,HA,zq4T,01/15/1974 09:05 PM,149191
923,t,M8s6,10/09/2007 03:45 AM,306585
924,uA,4u,11/27/2003 04:16 AM,653423
925,Y,rQD,01/14/1992 10:16 PM,948060
926,VWc,Nlhdq,09/04/1978 09:33 PM,540324
927,qlZm,niPQq,02/13/2014 05:45 PM,812368
928,A,AvEO,11/07/2006 05:45 AM,91415
929,ih,8O7j,09/10/1979 08:55 PM,244799
930,9I8,cu5,08/09/2004 11:08 PM,790154
931,Kvn7,Q,11/17/2008 04:07 PM,917896
932,G,vhiDv,01/08/2009 06:51 AM,915311
933,8ZHKB,X,06/23/1981 04:27 AM,664173
934,ixS,TJ,05/03/1973 06:35 PM,132500
935,G7,IOe,07/27/1986 04:58 AM,21871
936,q,IR,06/21/2004 05:56 AM,284916
937,tz,NHPS,12/06/2013 09:00 PM,878302
938,WxGHM,N2IV8,04/21/1988 05:27 PM,908281
939,Glfi,K,12/10/1973 09:33 AM,900211
940,DwcZ,8akm,06/22/2001 11:49 PM,669335
941,nKoAQ,gU,08/04/1988 12:22 PM,544952
942,x,3UP39,02/09/1998 01:44 AM,192528
943,n7,hW,09/20/1976 12:06 PM,12378
944,DM9,rjE2D,02/22/1994 10:02 AM,397675
945,kjT3q,a,08/09/1998 02:59 PM,992489
946,D,fb2,10/12/1977 03:35 PM,302507
947,McVvl,48,01/14/1975 04:49 PM,217434
948,bjK,m,01/25/2011 02:04 AM,689626
949,isc,HgAN,03/28/1994 03:53 PM,255341
950,Cff,iu,02/15/1983 01:11 PM,520659
951,I,7b9,03/28/1980 12:40 PM,655582
952,LC3TS,Jw,06/28/2012 07:54 PM,353798
953,vyOB,5LKxy,04/03/2012 02:50 PM,385831
954,UfS,SH,05/25/2010 10:08 PM,782702
955,pltq6,MxhQ,07/17/1991 01:44 AM,701255
956,G,scvza,04/25/2001 09:53 AM,816226
957,eB4YI,iE,07/12/1980 01:23 AM,242828
958,AFu,HrhT,01/03/1970 06:26 AM,455104
959,m7,H,10/11/2012 07:26 AM,337319
960,JeCC,Wm3,02/19/1992 02:45 AM,485013
961,n,Wb,04/05/2004 10:19 AM,904215
962,ZY14D,V,09/24/1973 04:13 AM,315754
963,2K4lf,ADlV,03/05/2002 03:04 AM,472121
964,FPlg,F5cfY,06/09/1986 05:26 PM,502559
965,d,y7q,04/26/1971 02:48 PM,163317
966,yB,nV,03/01/1974 02:40 AM,540202
967,QZ,c,06/08/1995 04:31 AM,858964
968,d1u,gOD,04/12/2008 03:58 PM,55529
969,w,wEL,08/02/2003 06:43 PM,953717
970,WLO,Yc7,10/10/1986 03:30 AM,67937
971,Gq,8,08/22/1982 02:46 PM,735709
972,Toz,lXzR,11/03/1987 11:46 AM,879699
973,yPkXT,3,10/31/1972 08:09 AM,319606
974,I7xhF,m2xQM,08/15/1978 11:44 AM,265262
975,zk54,ZH9m,07/30/1986 07:50 AM,585039
976,c,mOLkv,12/24/1993 02:58 PM,473347
977,t,PEQ7,04/10/2013 07:11 AM,875508
978,W7,Y,09/01/2006 12:47 PM,522145
979,x,8,10/08/2010 08:18 AM,165174
980,iVg9,h4u4,09/14/1973 08:23 PM,409199
981,odhf3,En5,10/10/1988 03:31 AM,995948
982,jZB,JVms,11/03/2013 09:39 AM,658786
983,wF,wJR,12/09/2002 05:47 PM,265813
984,KaQ,KD,03/15/1989 07:47 PM,721188
985,tPa,wuYbp,06/04/1985 11:43 PM,809847
986,2Vy,NY7YE,12/25/1989 11:17 AM,549128
987,swN84,3T,11/10/2011 06:03 AM,676509
988,zgF5,n,09/16/1995 10:49 AM,895568
989,Uzi,XQYJ,02/09/2013 05:15 PM,208022
990,82VTF,NJa1,06/17/2000 05:26 AM,809323
991,yk,OVTKV,02/14/2011 06:57 AM,27796
992,rcEi,vHf1m,08/12/1975 07:30 PM,845578
993,6,i,02/02/1990 09:49 PM,711893
994,2ic7,b,02/16/2000 09:50 PM,192477
995,XCPzN,FWs,07/04/2013 03:49 PM,428725
996,QC,kl8,11/08/1980 05:20 AM,418710
997,Dc,bG,10/11/1998 11:42 AM,847943
998,Jv,Du,11/22/1971 07:13 AM,42180
999,9jx,lT6RP,12/09/2010 08:34 AM,20320
1000,Em,siJPh,07/06/2007 01:31 PM,937889
1001,aPRCB,Yd3,04/15/1973 01:06 AM,182365
1002,hU3a,kUb,05/10/1991 09:54 PM,140881
1003,C5p,H2,02/11/1982 01:12 PM,108202
1004,sO,onfH,10/08/1979 04:13 PM,839401
1005,pFaSs,E,03/25/1981 11:55 PM,814315
1006,fKF72,tSc9,08/12/1983 10:12 PM,741664
1007,n6qeJ,bnX4p,03/21/1988 11:18 AM,146600
1008,E77,J,08/06/1970 02:55 PM,776973
1009,hPi4T,Gg3,01/17/1986 12:10 PM,618421
1010,xy,SQeN,10/16/1971 05:40 AM,594601
1011,mvZXa,Vtpq,04/21/1976 03:52 PM,676895
1012,CP,Pa,01/04/1983 09:16 PM,585596
1013,opbuv,wpgS,04/27/2010 09:03 AM,873183
1014,bhR,C3FRR,01/17/2003 06:38 AM,912514
1015,fr34M,AVa,12/30/1981 09:14 AM,761041
1016,4,n9gS,12/27/2003 03:04 PM,822336
1017,W,UE3Zi,06/10/1975 07:36 PM,457328
1018,m1O,s,11/18/1972 05:52 PM,202899
1019,em,6jfkl,07/27/2007 05:46 AM,678860
1020,MhM,qBCeq,09/17/1970 09:54 PM,547359
1021,ajjxo,YMLR,04/08/1987 03:20 AM,552814
1022,hlwK,hxF,10/06/1987 09:02 PM,36744
1023,ZLIV,2V2g,07/27/2001 08:42 AM,678984
1024,R,Rb,08/19/1992 01:24 PM,816607
1025,e,zJ,11/07/1970 03:35 AM,472674
1026,w4Ll,kT2g,02/03/2002 04:13 PM,546906
1027,6uP8,Wb3C,07/01/1992 01:35 PM,522109
1028,6,M6Y,01/23/1978 01:46 PM,137757
1029,j,vE,01/25/2001 04:27 PM,986280
